Method,Representative_Gene,P_Value,Is_Ground_Truth,Cluster_Size,Cluster_ID,All_Genes_In_Cluster
CRT-logit,SH3RF2,0.00034488309225774076,True,82,491,PRELID2;GRXCR2;SH3RF2;PLAC8L1;LARS;RBM27;POU4F3;TCERG1;GPR151;PPP2R2B;RNA5SP196;RN7SL791P;STK32A;DPYSL3;JAKMIP2;SPINK1;SCGB3A2;C5orf46;SPINK5;SPINK14;SPINK6;SPINK13;SPINK7;SPINK9;FBXO38;HTR4;ADRB2;SH3TC2;MIR584;RN7SKP145;ABLIM3;AFAP1L1;GRPEL2;PCYOX1L;IL17B;MIR143;MIR145;CSNK1A1;ARHGEF37;RN7SL868P;PPARGC1B;MIR378A;PDE6A;SLC26A2;TIGD6;HMGXB3;CSF1R;PDGFRB;CDX1;SLC6A7;CAMK2A;ARSI;TCOF1;CD74;RPS14;NDST1;SYNPO;MYOZ3;RBM22;DCTN4;SMIM3;IRGM;ZNF300;ZNF300P1;GPX3;TNIP1;ANXA6;CCDC69;GM2A;SLC36A3;SLC36A2;SLC36A1;RNA5SP197;FAT2;SPARC;RN7SKP232;ATOX1;G3BP1;GLRA1;RNA5SP198;NMUR2;GRIA1
CRT-logit,snoU13,0.0003529326389577668,False,9,572,snoU13;snoU13;snoU13;snoU13;snoU13;snoU13;snoU13;snoU13;snoU13
CRT-logit,CYB5D1,0.00035817774619774167,False,3,465,CYB5D1;CHD3;SCARNA21
CRT-logit,RNA5SP75,0.00042856613733455683,False,6,612,RNA5SP75;NFASC;CNTN2;TMEM81;RBBP5;DSTYK
CRT-logit,CACNA1B,0.000430550876013823,True,65,604,LCN10;LCN6;LCN8;LCN15;TMEM141;KIAA1984;RABL6;MIR4292;C9orf172;PHPT1;MAMDC4;EDF1;TRAF2;MIR4479;FBXW5;C8G;LCN12;PTGDS;LCNL1;C9orf142;CLIC3;ABCA2;C9orf139;FUT7;NPDC1;ENTPD2;SAPCD2;UAP1L1;MAN1B1;SNORD62;DPP7;GRIN1;LRRC26;MIR3621;TMEM210;ANAPC2;SSNA1;TPRN;TMEM203;NDOR1;RNF208;C9orf169;RNF224;SLC34A3;TUBB4B;FAM166A;C9orf173;NELFB;TOR4A;NRARP;EXD3;NOXA1;ENTPD8;NSMF;PNPLA7;MRPL41;DPH7;ZMYND19;ARRDC1;C9orf37;EHMT1;MIR602;CACNA1B;TUBBP5;FAM157B
CRT-logit,RLTPR,0.0004340975350387244,True,88,571,SNORA50;SNORA50;SLC38A7;GOT2;RN7SL143P;CDH8;RN7SKP76;CDH11;LINC00922;RNA5SP428;CDH5;LINC00920;BEAN1;TK2;CKLF;CMTM1;CMTM2;CMTM3;CMTM4;DYNC1LI2;CCDC79;NAE1;CA7;PDP2;CDH16;RRAD;FAM96B;CES2;CES3;CES4A;RN7SL543P;CBFB;C16orf70;B3GNT9;TRADD;FBXL8;HSF4;NOL3;KIAA0895L;EXOC3L1;E2F4;ELMO3;MIR328;LRRC29;TMEM208;FHOD1;SLC9A5;PLEKHG4;KCTD19;RN7SKP118;LRRC36;TPPP3;ZDHHC1;HSD11B2;ATP6V0D1;AGRP;FAM65A;CTCF;RLTPR;ACD;PARD6A;ENKD1;C16orf86;GFOD2;RANBP10;TSNAXIP1;CENPT;THAP11;NUTF2;EDC4;NRN1L;PSKH1;CTRL;PSMB10;LCAT;SLC12A4;DPEP3;DPEP2;DUS2L;DDX28;NFATC3;ESRP2;PLA2G15;SLC7A6;SLC7A6OS;PRMT7;SMPD3;ZFP90
CRT-logit,PCK1,0.0004885019132388138,True,67,599,BMP7;MIR4325;SPO11;RAE1;RBM38;CTCFL;PCK1;ZBP1;PMEPA1;C20orf85;ANKRD60;PPP4R1L;RAB22A;VAPB;APCDD1L;STX16;NPEPL1;MIR296;MIR298;GNAS;NELFCD;CTSZ;TUBB1;ATP5E;SLMO2;ZNF831;EDN3;PHACTR3;SYCP2;FAM217B;PPP1R3D;CDH26;C20orf197;MIR646;MIR4533;MIR548AG2;CDH4;TAF4;MIR1257;LSM14B;PSMA7;SS18L1;MTG2;HRH3;OSBPL2;ADRM1;LAMA5;MIR4758;RPS21;CABLES2;RBBP8NL;GATA5;C20orf166;MIR133A2;SLCO4A1;LINC00686;NTSR1;LINC00659;MRGBP;OGFR;COL9A3;TCFL5;DIDO1;GID8;SLC17A9;BHLHE23;LINC00029
CRT-logit,IMPA1P,0.0005007056156517495,False,4,895,IMPA1P;KIAA1045;KIAA1658;KLRAP1
CRT-logit,TBC1D9,0.0005418706280658322,True,66,839,INTU;SLC25A31;HSPA4L;PLK4;MFSD8;C4orf29;LARP1B;PGRMC2;PHF17;SCLT1;C4orf33;RN7SL205P;PCDH10;PABPC4L;LINC00613;PCDH18;LINC00616;SLC7A11;LINC00498;LINC00499;LINC00500;CCRN4L;ELF2;RN7SL382P;RN7SL311P;MGARP;NDUFC1;NAA15;RAB33B;SETD7;MGST2;RN7SKP237;MAML3;RN7SKP253;SCOC;CLGN;ELMOD2;UCP1;RN7SL152P;TBC1D9;RNF150;ZNF330;IL15;INPP4B;USP38;GAB1;MIR3139;SMARCA5;GUSBP5;FREM3;GYPE;GYPB;GYPA;HHIP;ANAPC10;RN7SKP235;ABCE1;OTUD4;SMAD1;MMAA;C4orf51;ZNF827;LSM6;SLC10A7;POU4F2;TTC29
CRT-logit,TAF1L,0.0005441848012520711,True,19,745,RNA5SP281;ACO1;DDX58;TOPORS;NDUFB6;TAF1L;TMEM215;APTX;DNAJA1;SMU1;B4GALT1;RNU4ATAC15P;SPINK4;BAG1;CHMP5;NFX1;AQP7;AQP3;NOL6
CRT-logit,UNC79,0.0006473898503459624,True,54,868,LGMN;GOLGA5;CHGA;ITPK1;MOAP1;TMEM251;C14orf142;UBR7;BTBD7;UNC79;COX8C;PRIMA1;FAM181A;ASB2;MIR4506;LINC00521;OTUB2;DDX24;IFI27L1;IFI27;IFI27L2;PPP4R4;SERPINA10;SERPINA6;SERPINA1;SERPINA11;SERPINA9;SERPINA12;SERPINA4;SERPINA5;SERPINA3;SERPINA13P;GSC;DICER1;MIR3173;CLMN;LINC00341;SYNE3;SNHG10;SCARNA13;GLRX5;TCL6;TCL1B;TCL1A;LINC00617;C14orf132;BDKRB2;BDKRB1;ATG2B;GSKIP;AK7;PAPOLA;RN7SKP108;VRK1
CRT-logit,snoU13,0.0006592997580610564,False,9,878,snoU13;snoU13;snoU13;snoU13;snoU13;snoU13;snoU13;snoU83B;snoZ178
CRT-logit,snoU13,0.0006633094065314342,False,1,246,snoU13
CRT-logit,CDH23,0.000668323493747496,True,95,779,CTNNA3;LRRTM3;DNAJC12;RN7SL394P;SIRT1;HERC4;RN7SL220P;MYPN;RN7SKP202;ATOH7;PBLD;HNRNPH3;RUFY2;DNA2;RNA5SP319;SLC25A16;TET1;CCAR1;SNORD98;STOX1;DDX50;DDX21;KIAA1279;SRGN;VPS26A;SUPV3L1;HKDC1;HK1;TACR2;TSPAN15;NEUROG3;C10orf35;COL13A1;H2AFY2;AIFM2;TYSND1;SAR1A;PPA1;NPFFR1;LRRC20;EIF4EBP2;NODAL;PALD1;PRF1;ADAMTS14;TBATA;SGPL1;PCBD1;UNC5B;SLC29A3;CDH23;C10orf105;C10orf54;PSAP;CHST3;SPOCK2;ASCC1;ANAPC16;DDIT4;DNAJB12;MICU1;MCU;MIR4676;OIT3;PLA2G12B;P4HA1;NUDT13;ECD;FAM149B1;DNAJC9;MRPS16;TTC18;ANXA7;MSS51;PPP3CB;USP54;MYOZ1;SYNPO2L;AGAP5;BMS1P4;RNA5SP320;GLUD1P3;SEC24C;FUT11;CHCHD1;ZSWIM8;NDST2;CAMK2G;C10orf55;PLAU;VCL;AP3M1;ADK;KAT6B;DUPD1
CRT-logit,snoU13,0.0006754885320784342,False,1,198,snoU13
CRT-logit,T,0.0006827955549883389,False,21,436,T;PRR18;SFT2D1;MPC1;RPS6KA2;MIR1913;RNASET2;MIR3939;FGFR1OP;CCR6;GPR31;TCP10L2;UNC93A;TTLL2;TCP10;C6orf123;MLLT4;KIF25;FRMD1;DACT2;SMOC2
CRT-logit,RN7SL730P,0.0007301195576347939,False,6,815,RN7SL730P;RN7SL739P;RN7SL742P;RN7SL746P;RN7SL747P;RN7SL755P
CRT-logit,SNORA64,0.0007454473490621065,False,27,982,SNORA64;SNORA64;SNORA64;SNORA64;SNORA64;SNHG9;ACA64;ACA64;ACA64;ACA64;ACA64;ACA64;RNF151;TBL3;NOXO1;GFER;SYNGR3;ZNF598;NPW;RN7SL219P;SLC9A3R2;NTHL1;TSC2;PKD1;MIR1225;MIR4516;RAB26
CRT-logit,ZPBP,0.0008440642919193003,True,11,801,VWC2;ZPBP;C7orf72;IKZF1;FIGNL1;DDC;GRB10;COBL;RN7SL292P;POM121L12;RN7SKP218
CRT-logit,snoU13,0.0008870112786834222,False,3,732,snoU13;snoU13;snoU13
CRT-logit,RNA5SP356,0.001030979870858231,False,18,337,RNA5SP356;IPO8;CAPRIN2;LINC00941;TSPAN11;DDX11;FAM60A;DENND5B;METTL20;AMN1;STMN1P1;H3F3C;KIAA1551;BICD1;FGD4;DNM1L;YARS2;PKP2
CRT-logit,RMRPP2,0.0010875233075896338,False,2,373,RMRPP2;RMRPP3
CRT-logit,SNORA75,0.0011859113920507055,False,3,410,SNORA75;SNORA75;SNORA75
CRT-logit,SCML4,0.0012522557930660786,False,37,417,SCML4;SEC63;OSTM1;NR2E1;SNX3;RNA5SP212;LACE1;FOXO3;LINC00222;ARMC2;SESN1;CEP57L1;C6orf183;CCDC162P;CD164;PPIL6;SMPD2;MICAL1;ZBTB24;AK9;FIG4;GPR6;WASF1;CDC40;METTL24;DDO;SLC22A16;RN7SL617P;CDK19;AMD1;GTF3C6;RPF2;SLC16A10;KIAA1919;REV3L;C6orf3;TRAF3IP2
CRT-logit,VPS13C,0.0013428531896550377,True,47,592,VPS13C;C2CD4A;C2CD4B;TLN2;MIR190A;TPM1;LACTB;RPS27L;RAB8B;APH1B;CA12;USP3;FBXL22;HERC1;MIR422A;DAPK2;FAM96A;SNX1;SNX22;PPIB;CSNK1G1;KIAA0101;TRIP4;ZNF609;OAZ2;RBPMS2;MIR1272;PIF1;PLEKHO2;ANKDD1A;SPG21;MTFMT;SLC51B;RASL12;KBTBD13;UBAP1L;PDCD7;CLPX;CILP;PARP16;IGDCC3;IGDCC4;DPP8;PTPLAD1;VWA9;SLC24A1;DENND4A
CRT-logit,TNFRSF11A,0.0014265154997346791,True,56,845,PMAIP1;RN7SL342P;MC4R;CDH20;RNF152;PIGN;KIAA1468;TNFRSF11A;ZCCHC2;RN7SL705P;PHLPP1;BCL2;KDSR;VPS4B;SERPINB5;SERPINB12;SERPINB13;SERPINB4;SERPINB11;SERPINB3;SERPINB7;SERPINB2;SERPINB10;HMSD;SERPINB8;LINC00305;CDH7;CDH19;MIR5011;DSEL;TMX3;CCDC102B;DOK6;CD226;RTTN;SOCS6;RN7SL795P;GTSCR1;CBLN2;NETO1;RNA5SP460;MIR548AV;RN7SL401P;FBXO15;TIMM21;RN7SL551P;CYB5A;C18orf63;FAM69C;CNDP2;CNDP1;LINC00909;ZNF407;ZADH2;TSHZ1;SMIM21
CRT-logit,IQGAP3,0.0014736146795552639,True,59,866,SNORA42;SNORA42;SCARNA4;SCARNA4;RXFP4;ARHGEF2;SSR2;UBQLN4;LAMTOR2;RAB25;MEX3A;LMNA;SEMA4A;SLC25A44;PMF1;BGLAP;PAQR6;SMG5;TMEM79;C1orf85;VHLL;CCT3;TSACC;RHBG;C1orf61;MEF2D;IQGAP3;TTC24;APOA1BP;GPATCH4;HAPLN2;BCAN;NES;CRABP2;ISG20L2;RRNAD1;MRPL24;HDGF;PRCC;SH2D2A;NTRK1;INSRR;PEAR1;LRRC71;ARHGEF11;MIR765;RN7SL612P;ETV3L;ETV3;FCRL5;FCRL4;FCRL3;FCRL2;FCRL1;CD5L;KIRREL;CD1D;CD1A;CD1C
CRT-logit,HYDIN,0.0015240152071746003,True,56,759,IL34;MTSS1L;VAC14;HYDIN;RNU6ATAC25P;FTSJD1;CALB2;ZNF23;ZNF19;CHST4;TAT;MARVELD3;PHLPP2;SNORA70D;AP1G1;SNORD71;ATXN1L;IST1;ZNF821;PKD1L3;DHODH;HP;HPR;TXNL4B;DHX38;PMFBP1;C16orf47;ZFHX3;HCCAT5;PSMD7;NPIPB15;CLEC18B;GLG1;RFWD3;MLKL;FA2H;WDR59;ZNRF1;LDHD;ZFP1;CTRB2;CTRB1;BCAR1;CFDP1;TMEM170A;CHST6;CHST5;TMEM231;GABARAPL2;ADAT1;KARS;TERF2IP;RN7SL520P;RNA5SP430;CNTNAP4;RN7SKP233
CRT-logit,NLRP3,0.001536285739854042,True,66,836,SMYD3;TFB2M;CNST;SCCPDH;AHCTF1;ZNF695;ZNF670;ZNF669;C1orf229;ZNF124;MIR3916;RNA5SP82;ZNF496;NLRP3;OR2B11;OR2W5;GCSAML;OR2C3;OR2G2;OR2G3;OR13G1;OR6F1;OR14A2;OR14K1;OR1C1;OR14A16;OR11L1;TRIM58;OR2W3;OR2T8;OR2AJ1;OR2L8;OR2AK2;OR2L5;OR2L2;OR2L3;OR2L13;OR2M5;OR2M2;OR2M3;OR2M4;OR2T33;OR2T12;OR2M7;OR14C36;OR2T4;OR2T6;OR2T1;OR2T7;OR2T2;OR2T3;OR2T5;OR2G6;OR2T29;OR2T34;OR2T10;OR2T11;OR2T35;OR2T27;OR14I1;LYPD8;SH3BP5L;MIR3124;ZNF672;ZNF692;PGBD2
CRT-logit,RPL30P11,0.0015830314347600486,False,23,536,RPL30P11;ATF7IP;PLBD1;RN7SKP134;GUCY2C;HIST4H4;H2AFJ;WBP11;C12orf60;SMCO3;ART4;MGP;ERP27;ARHGDIB;PDE6H;RERG;PTPRO;EPS8;STRAP;DERA;SLC15A5;MGST1;LMO3
CRT-logit,ADARB2,0.0016788275618019738,True,15,367,TUBB8;ZMYND11;RNA5SP297;DIP2C;RNA5SP298;RN7SL754P;MIR5699;PRR26;LARP4B;GTPBP4;IDI2;IDI1;WDR37;LINC00200;ADARB2
CRT-logit,MACC1,0.00172884850931385,True,62,979,NDUFA4;PHF14;THSD7A;TMEM106B;VWDE;SCIN;ARL4A;RN7SKP228;ETV1;DGKB;AGMO;MEOX2;ISPD;SOSTDC1;LRRC72;ANKMY2;BZW2;TSPAN13;AGR2;AGR3;AHR;SNX13;PRPS1L1;HDAC9;RN7SKP266;TWIST1;FERD3L;TWISTNB;MIR3146;TMEM196;MACC1;ITGB8;ABCB5;SP8;RN7SL542P;SP4;MIR1183;DNAH11;CDCA7L;RAPGEF5;RNA5SP227;STEAP1B;IL6;TOMM7;SNORD93;FAM126A;KLHL7;NUPL2;GPNMB;MALSU1;IGF2BP3;TRA2A;CCDC126;FAM221A;STK31;RNA5SP228;NPY;DFNA5;OSBPL3;CYCS;C7orf31;NPVF
CRT-logit,ATP6V0A4,0.0017682711798699146,True,55,487,EXOC4;LRGUK;SLC35B4;AKR1B1;AKR1B10;AKR1B15;BPGM;CALD1;AGBL3;C7orf49;TMEM140;WDR91;STRA8;CNOT4;NUP205;C7orf73;SLC13A4;FAM180A;MTPN;CHRM2;MIR490;PTN;DGKI;CREB3L2;AKR1D1;RN7SKP223;MIR4468;TRIM24;SVOPL;ATP6V0A4;TMEM213;KIAA1549;ZC3HAV1L;ZC3HAV1;TTC26;UBN2;C7orf55;LUC7L2;KLRG2;CLEC2L;HIPK2;TBXAS1;PARP12;JHDM1D;SLC37A3;RNA5SP247;RNA5SP248;RAB19;MKRN1;DENND2A;RN7SL771P;ADCK2;NDUFB2;BRAF;MRPS33
CRT-logit,SNORA73,0.001794007150462506,False,3,797,SNORA73;SNORA73;SNORA73
CRT-logit,SNORA73,0.0017959856135457168,False,2,715,SNORA73;SNORA73
CRT-logit,OR3A2,0.001846047875161987,True,64,509,OR1A1;OR1D4;OR3A2;OR3A1;OR3A4P;OR1E1;OR3A3;OR1E2;SPATA22;ASPA;TRPV3;TRPV1;SHPK;CTNS;TAX1BP3;EMC6;P2RX5;ITGAE;GSG2;C17orf85;CAMKK1;P2RX1;ATP2A3;ZZEF1;RNA5SP434;CYB5D2;ANKFY1;UBE2G1;RN7SL774P;SPNS3;SPNS2;MYBBP1A;GGT6;SMTNL2;ALOX15;PELP1;ARRB2;MED11;CXCL16;ZMYND15;TM4SF5;VMO1;GLTPD2;PSMB6;PLD2;MINK1;RN7SL784P;CHRNE;C17orf107;GP1BA;SLC25A11;RNF167;PFN1;ENO3;SPAG7;CAMTA2;INCA1;KIF1C;SLC52A1;ZFP3;ZNF232;USP6;ZNF594;SCIMP
CRT-logit,BZRAP1,0.0018527863477856383,True,67,507,RN7SKP14;TOM1L1;COX11;STXBP4;HLF;MMD;TMEM100;PCTP;ANKFN1;NOG;C17orf67;DGKE;TRIM25;MIR3614;COIL;SCPEP1;RNF126P1;AKAP1;MSI2;RN7SL449P;RN7SKP94;MRPS23;CUEDC1;VEZF1;SRSF1;DYNLL2;OR4D1;OR4D2;EPX;MKS1;LPO;MPO;BZRAP1;MIR142;MIR4736;SUPT4H1;RNF43;HSF5;MTMR4;C17orf47;SEPT4;TEX14;RAD51C;PPM1E;TRIM37;RN7SL716P;SKA2;MIR454;MIR301A;PRR11;SMG8;GDPD1;YPEL2;MIR4729;DHX40;CLTC;PTRH2;VMP1;MIR21;TUBD1;RPS6KB1;RNFT1;HEATR6;MIR4737;CA4;USP32;SCARNA20
CRT-logit,FAM226A,0.0018846326102206473,False,8,908,FAM226A;FAM27D1;FAM27E1;FAM27E2;FAM27L;FAM45B;FAM74A5;FBXL21
CRT-logit,MACF1,0.0019253953145979394,True,103,973,SNORA63;SF3A3;FHL3;UTP11L;POU3F1;MIR3659;RRAGC;MYCBP;GJA9;RHBDL2;AKIRIN1;NDUFS5;KIAA0754;MACF1;RNA5SP44;BMP8A;PABPC4;SNORA55;HEYL;NT5C1A;HPCAL4;PPIE;BMP8B;OXCT2;TRIT1;MYCL;MFSD2A;CAP1;PPT1;RLF;TMCO2;ZMPSTE24;COL9A2;SMAP2;ZFP69B;ZFP69;EXO5;ZNF684;RIMS3;NFYC;MIR30E;MIR30C1;KCNQ4;RN7SL326P;CITED4;CTPS1;SLFNL1;SCMH1;FOXO6;RNA5SP45;EDN2;HIVEP3;GUCA2B;GUCA2A;FOXJ3;RIMKLA;ZMYND12;PPCS;CCDC30;PPIH;YBX1;CLDN19;LEPRE1;C1orf50;CCDC23;ERMAP;ZNF691;SLC2A1;FAM183A;EBNA1BP2;WDR65;RNA5SP46;TMEM125;C1orf210;TIE1;MPL;CDC20;ELOVL1;MED8;SZT2;HYI;PTPRF;KDM4A;ST3GAL3;ARTN;IPO13;DPH2;ATP6V0B;B4GALT2;CCDC24;SLC6A9;RN7SL479P;KLF17;DMAP1;ERI3;RNF220;MIR5584;TMEM53;C1orf228;KIF2C;RPS8;SNORD55;SNORD46
CRT-logit,RN7SL243P,0.002087594204233371,False,3,670,RN7SL243P;RN7SL245P;RN7SL247P
CRT-logit,TMPRSS6,0.0021158872033389398,True,92,996,ISX;HMGXB4;TOM1;MIR3909;HMOX1;MCM5;RASD2;MB;APOL6;APOL5;RBFOX2;APOL3;APOL4;APOL2;APOL1;MYH9;TXN2;FOXRED2;EIF3D;CACNG2;IFT27;PVALB;NCF4;CSF2RB;TEX33;TST;MPST;KCTD17;RN7SKP214;TMPRSS6;IL2RB;C1QTNF6;SSTR3;RAC2;CYTH4;ELFN2;MFNG;CARD10;CDC42EP1;LGALS2;GGA1;SH3BP1;PDXP;RN7SL385P;LGALS1;NOL12;TRIOBP;H1F0;GCAT;GALR3;ANKRD54;MIR658;MIR659;EIF3L;MICALL1;C22orf23;POLR2F;SOX10;MIR4534;PICK1;SLC16A8;BAIAP2L2;PLA2G6;MAFF;TMEM184B;RN7SL704P;CSNK1E;KCNJ4;KDELR3;DDX17;DMC1;FAM227A;CBY1;TOMM22;JOSD1;GTPBP1;SUN2;DNAL4;NPTXR;CBX6;APOBEC3A;APOBEC3B;APOBEC3C;APOBEC3D;APOBEC3F;APOBEC3G;APOBEC3H;CBX7;PDGFB;RPL3;SNORD83B;SNORD83A
CRT-logit,TRIM71,0.002174716822104141,True,23,360,GADL1;RNA5SP127;STT3B;OSBPL10;ZNF860;GPD1L;CMTM8;CMTM7;CMTM6;DYNC1LI1;CNOT10;TRIM71;CCR4;GLB1;TMPPE;RN7SL296P;CRTAP;SUSD5;FBXL2;UBP1;RNA5SP128;CLASP2;PDCD6IP
CRT-logit,snoU13,0.0021771123627715235,False,1,243,snoU13
CRT-logit,RAG1,0.0022005318529355806,True,63,733,ANO3;MUC15;SLC5A12;FIBIN;BBOX1;CCDC34;LGR4;LIN7C;RNA5SP339;LINC00678;BDNF;KIF18A;MIR610;METTL15;RN7SKP158;RN7SL240P;KCNA4;FSHB;ARL14EP;MPPED2;DCDC1;DNAJC24;IMMP1L;ELP4;PAX6;RCN1;WT1;EIF3M;CCDC73;PRRG4;QSER1;DEPDC7;TCP11L1;CSTF3;HIPK3;KIAA1549L;C11orf91;CD59;FBXO3;LMO2;CAPRIN1;NAT10;ABTB2;CAT;ELF5;EHF;APIP;PDHX;MIR1343;CD44;SLC1A2;PAMR1;FJX1;TRIM44;LDLRAD3;MIR3973;COMMD9;LINC00610;PRR5L;TRAF6;RAG1;RAG2;C11orf74
CRT-logit,LILRA6,0.0022626375410385166,True,47,814,MYADM;PRKCG;CACNG7;CACNG8;MIR935;CACNG6;VSTM1;TARM1;OSCAR;NDUFA3;TFPT;PRPF31;CNOT3;LENG1;TMC4;MBOAT7;TSEN34;RPS9;LILRB3;LILRA6;LILRB5;LILRB2;MIR4752;LILRA5;LILRA4;LAIR1;TTYH1;LENG8;LENG9;CDC42EP5;LAIR2;KIR3DX1;LILRA2;LILRA1;LILRB1;LILRB4;KIR3DL3;KIR2DL3;KIR2DL1;KIR2DL4;KIR3DL1;KIR2DS4;KIR3DL2;FCAR;NCR1;NLRP7;NLRP2
CRT-logit,TUBA3C,0.002275099605212947,True,37,864,LINC00349;LINC00388;LINC00387;PHF2P2;LINC00442;RNA5SP24;TUBA3C;LINC00421;TPTE2;MPHOSPH8;PSPC1;RN7SL166P;ZMYM5;ZMYM2;GJA3;LINC00556;GJB2;GJB6;CRYL1;MIR4499;IFT88;IL17D;N6AMT2;XPO4;HNRNPA1P30;LATS2;SAP18;SKA3;MRP63;ESRRAP2;MIPEPP3;ZDHHC20;RNA5SP25;MICU2;FGF9;RN7SL766P;LINC00424
CRT-logit,CHD5,0.0022961559237879526,True,23,516,MIR4689;NPHP4;KCNAB2;CHD5;RPL22;RNF207;ICMT;LINC00337;HES3;GPR153;ACOT7;HES2;ESPN;MIR4252;TNFRSF25;PLEKHG5;NOL9;TAS1R1;ZBTB48;KLHL21;PHF13;THAP3;DNAJC11
CRT-logit,U6,0.002352354837929416,False,4,641,U6;U6;U6;U6
CRT-logit,snoZ6,0.002386501099990107,False,1,280,snoZ6
CRT-logit,SNORD45,0.0024056041023267877,False,1,190,SNORD45
CRT-logit,LRP1B,0.0024573507444849174,True,229,924,LRP1B;KYNU;ARHGAP15;GTDC1;ZEB2;TEX41;RNA5SP106;ACVR2A;ORC4;MBD5;EPC2;KIF5C;LYPD6B;LYPD6;MMADHC;RND3;RBM43;NMI;TNFAIP6;RN7SL124P;RIF1;NEB;ARL5A;CACNB4;STAM2;FMNL2;PRPF40A;ARL6IP6;RPRM;GALNT13;RNA5SP107;KCNJ3;NR4A2;GPD2;GALNT5;RN7SKP281;ERMN;CYTIP;ACVR1C;ACVR1;UPP2;CCDC148;RN7SL393P;PKP4;DAPL1;TANC1;WDSUB1;BAZ2B;MARCH7;CD302;LY75;PLA2R1;ITGB6;RBMS1;MIR4785;RN7SL423P;TANK;PSMD14;TBR1;SLC4A10;DPP4;GCG;FAP;IFIH1;GCA;KCNH7;RNA5SP109;FIGN;GRB14;COBLL1;SNORA70F;RNA5SP110;SLC38A11;RNA5SP111;SCN3A;SCN2A;CSRNP3;GALNT3;TTC21B;SCN1A;RN7SKP152;SCN9A;SCN7A;XIRP2;B3GALT1;STK39;RN7SL813P;CERS6;MIR4774;NOSTRIN;SPC25;G6PC2;ABCB11;DHRS9;LRP2;BBS5;KLHL41;FASTKD1;PPIG;CCDC173;PHOSPHO2;KLHL23;SSB;METTL5;UBR3;MYO3B;SP5;ERICH2;GAD1;GORASP2;TLK1;METTL8;DCAF17;CYBRD1;DYNC1I2;SLC25A12;HAT1;METAP1D;DLX1;DLX2;ITGA6;PDK1;RAPGEF4;MLTK;CDCA7;SP3;OLA1;RN7SL65P;SP9;CIR1;SCRN3;GPR155;WIPF1;CHRNA1;CHN1;ATF2;MIR933;ATP5G3;KIAA1715;EVX2;HOXD13;HOXD12;HOXD11;HOXD10;HOXD9;HOXD8;HOXD3;MIR10B;HOXD4;HOXD1;MTX2;RNU6ATAC14P;RNA5SP112;HNRNPA3;NFE2L2;MIR3128;AGPS;TTC30B;TTC30A;PDE11A;RBM45;OSBPL6;PRKRA;DFNB59;FKBP7;PLEKHA3;TTN;CCDC141;SESTD1;ZNF385B;MIR1258;CWC22;UBE2E3;MIR4437;ITGA4;CERKL;NEUROD1;RNU6ATAC19P;SSFA2;PPP1R1C;RNA5SP113;PDE1A;RN7SL267P;DNAJC10;FRZB;NCKAP1;DUSP19;NUP35;MIR548AE1;ZNF804A;FSIP2;ZC3H15;ITGAV;FAM171B;ZSWIM2;RN7SKP42;CALCRL;TFPI;RNA5SP114;GULP1;MIR561;DIRC1;COL3A1;MIR1245A;COL5A2;MIR3129;WDR75;SLC40A1;ASNSD1;ANKAR;OSGEPL1;ORMDL1;PMS1;C2orf88;MSTN;HIBCH;INPP1;MFSD6;TMEM194B;RN7SKP179;NAB1;GLS;STAT1;STAT4;MYO1B;NABP1;SDPR;TMEFF2;PCGEM1
CRT-logit,RN7SL540P,0.002523389903928154,False,1,174,RN7SL540P
CRT-logit,PRKDC,0.002696031152717814,True,48,490,LINC00293;RN7SKP32;SPIDR;CEBPD;PRKDC;MCM4;UBE2V2;EFCAB1;SNAI2;C8orf22;RN7SKP294;SNTG1;PXDNL;PCMTD1;ST18;FAM150A;RB1CC1;NPBWR1;OPRK1;ATP6V1H;RGS20;TCEA1;LYPLA1;MRPL15;RNU6ATAC32P;RNU105C;RN7SL250P;SOX17;RP1;XKR4;TMEM68;RNA5SP265;TGS1;LYN;RN7SL798P;RN7SL323P;RPS20;SNORD54;MOS;PLAG1;CHCHD7;SDR16C5;SDR16C6P;PENK;LINC00968;IMPAD1;RNA5SP266;LINC00588
CRT-logit,CATSPERD,0.0027754756670847433,True,53,425,ZNRF4;TINCR;SAFB2;SAFB;RPL36;C19orf70;HSD11B1L;LONP1;CATSPERD;PRR22;DUS3L;NRTN;FUT6;FUT3;FUT5;NDUFA11;VMAC;CAPS;RANBP3;RFX2;ACSBG2;MLLT1;ACER1;CLPP;ALKBH7;PSPN;GTF2F1;KHSRP;MIR3940;SLC25A41;SLC25A23;CRB3;DENND1C;TUBB4A;TNFSF9;CD70;TNFSF14;C3;GPR108;TRIP10;SH2D3A;VAV1;EMR1;MBD3L5;MBD3L4;MBD3L2;MBD3L3;ZNF557;INSR;ARHGEF18;PEX11G;C19orf45;ZNF358
